"","title","artist","top genre","year","added","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","country"
"844","<U+05D1><U+05DE><U+05E7><U+05D5><U+05DD> <U+05D4><U+05DB><U+05D9> <U+05E8><U+05D7><U+05D5><U+05E7>","Benaia Barabi","israeli mediterranean",2019,"1969-12-31",112,56,68,-7,36,36,201,59,5,51,"israel"
"845","<U+05E9><U+05DE><U+05D9><U+05E9><U+05D4><U+05D5> <U+05D9><U+05E2><U+05E6><U+05D5><U+05E8> <U+05D0><U+05D5><U+05EA><U+05D9>","Eden Hason","israeli mediterranean",2019,"1969-12-31",134,57,66,-6,11,51,224,51,4,51,"israel"
"846","<U+05E2><U+05D1>""<U+05DE>","Tuna","israeli hip hop",2019,"1969-12-31",67,68,66,-8,12,48,323,45,20,50,"israel"
"847","<U+05DC><U+05E7><U+05D7><U+05EA> <U+05D0><U+05EA> <U+05D4><U+05DE><U+05E4><U+05EA><U+05D7><U+05D5><U+05EA>","Itay Levi","israeli mediterranean",2019,"1969-12-31",74,44,47,-6,10,35,208,66,13,48,"israel"
"848","<U+05E6><U+05D1><U+05E2><U+05D9><U+05DD>","Gil Vain","israeli mediterranean",2019,"1969-12-31",140,55,73,-8,13,73,208,80,5,48,"israel"
"849","<U+05E7><U+05D9><U+05E8><U+05D5><U+05EA>","Itay Levi","israeli mediterranean",2019,"1969-12-31",123,57,78,-8,18,50,197,40,7,46,"israel"
"850","Ve'Eem Tavo'ee Elay (And If You Will Come To Me)","Idan Raichel","classic israeli pop",2019,"1969-12-31",112,88,73,-5,10,23,213,50,3,43,"israel"
"851","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"italy"
"852","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"italy"
"853","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"italy"
"854","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"italy"
"855","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",2019,"1969-12-31",105,72,72,-7,24,67,222,3,7,97,"italy"
"856","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"italy"
"857","Santa Tell Me","Ariana Grande","dance pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"italy"
"858","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"italy"
"859","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"italy"
"860","Jingle Bell Rock","Bobby Helms","adult standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"italy"
"861","Mistletoe","Justin Bieber","canadian pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"italy"
"862","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"italy"
"863","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards",1994,"1969-12-31",142,26,65,-13,36,84,155,90,6,91,"italy"
"864","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock",1980,"1969-12-31",95,51,77,-9,7,77,228,32,3,91,"italy"
"865","Ayy Macarena","Tyga","pop rap",2019,"1969-12-31",96,63,82,-6,7,72,132,13,23,90,"italy"
"866","Underneath the Tree","Kelly Clarkson","dance pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"italy"
"867","Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen","heartland rock",1981,"1969-12-31",140,67,36,-8,73,41,268,36,5,86,"italy"
"868","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"italy"
"869","Feliz Navidad","José Feliciano","latin pop",2001,"1969-12-31",149,86,49,-7,35,96,182,53,4,85,"italy"
"870","You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani","dance pop",2017,"1969-12-31",93,87,64,-4,12,91,157,2,4,85,"italy"
"871","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"italy"
"872","fuck 3x","tha Supreme","trap italiana",2019,"1969-12-31",180,81,66,-5,11,69,161,7,8,82,"italy"
"873","Holly Jolly Christmas","Michael Bublé","adult standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"italy"
"874","Happy Xmas (War Is Over)","Céline Dion","canadian pop",1998,"1969-12-31",172,60,34,-5,28,16,255,45,3,82,"italy"
"875","SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta)","Marracash","italian hip hop",2019,"1969-12-31",141,66,66,-6,13,51,223,7,6,81,"italy"
"876","blun7 a swishland","tha Supreme","trap italiana",2019,"1969-12-31",130,79,69,-6,26,57,168,13,25,80,"italy"
"877","Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt","italian hip hop",2019,"1969-12-31",120,73,75,-6,19,27,208,1,7,80,"italy"
"878","CRUDELIA - I nervi","Marracash","italian hip hop",2019,"1969-12-31",82,55,55,-8,34,7,231,15,10,80,"italy"
"879","Soldi in Nero - feat. Sfera Ebbasta","Shiva","italian hip hop",2019,"1969-12-31",158,66,75,-5,17,35,184,15,28,79,"italy"
"880","Pookie (feat. Capo Plaza) - Remix","Aya Nakamura","basshall",2019,"1969-12-31",98,62,84,-7,10,51,188,6,13,78,"italy"
"881","sw1n6o - feat. Salmo","tha Supreme","trap italiana",2019,"1969-12-31",170,83,57,-6,79,79,184,12,9,78,"italy"
"882","m12ano - feat. Mara Sattei","tha Supreme","trap italiana",2019,"1969-12-31",65,51,58,-6,8,48,188,4,4,78,"italy"
"883","Chiasso","Random","italian hip hop",2019,"1969-12-31",92,45,72,-13,10,46,182,25,19,78,"italy"
"884","Santa Claus Is Comin' to Town","Frank Sinatra","adult standards",1994,"1969-12-31",140,20,65,-12,31,69,155,83,6,78,"italy"
"885","Bossoli","Shiva","italian hip hop",2019,"1969-12-31",145,66,83,-8,14,80,179,44,26,77,"italy"
"886","BRAVI A CADERE - I polmoni","Marracash","italian hip hop",2019,"1969-12-31",95,69,61,-6,10,28,200,16,10,77,"italy"
"887","Barrio","Mahmood","italian arena pop",2019,"1969-12-31",122,70,80,-7,11,57,165,6,7,77,"italy"
"888","Gigolò (feat. Sfera Ebbasta & Capo Plaza)","Lazza","italian hip hop",2019,"1969-12-31",98,63,80,-9,9,39,164,9,14,77,"italy"
"889","occh1 purpl3 - feat. Marracash","tha Supreme","trap italiana",2019,"1969-12-31",134,81,66,-5,16,55,188,9,16,77,"italy"
"890","Non Avere Paura","Tommaso Paradiso","italian arena pop",2019,"1969-12-31",105,68,57,-6,11,24,247,43,4,77,"italy"
"891","CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro","Salmo","italian hip hop",2019,"1969-12-31",120,83,72,-5,44,48,258,1,21,76,"italy"
"892","Tutto Questo Sei Tu","Ultimo","italian pop",2019,"1969-12-31",162,51,45,-6,11,42,245,44,3,76,"italy"
"893","Una volta ancora (feat. Ana Mena)","Fred De Palma","italian arena pop",2019,"1969-12-31",124,64,77,-5,10,59,174,8,6,76,"italy"
"894","ch1 5ei te","tha Supreme","trap italiana",2019,"1969-12-31",88,78,49,-6,16,32,184,5,7,76,"italy"
"895","Santa Claus Is Coming to Town","Michael Bublé","adult standards",2011,"1969-12-31",123,40,59,-7,4,42,172,79,5,75,"italy"
"896","GANG (feat. Geolier)","Samurai Jay","italian hip hop",2019,"1969-12-31",95,46,80,-11,21,58,162,4,24,75,"italy"
"897","Holly & Benji (feat. Capo Plaza & Shiva)","AVA","italian hip hop",2019,"1969-12-31",78,79,42,-6,11,50,220,1,27,74,"italy"
"898","ANSIA NO","FSK SATELLITE","italian hip hop",2019,"1969-12-31",160,68,82,-7,22,71,149,15,56,73,"italy"
"899","m8nstar","tha Supreme","trap italiana",2019,"1969-12-31",165,76,58,-6,11,44,165,5,4,73,"italy"
"900","Cin Cin","Alfa","italian arena pop",2019,"1969-12-31",121,63,70,-4,13,37,180,26,3,65,"italy"
"901","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"japan"
"902","bad guy","Billie Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"japan"
"903","Santa Tell Me","Ariana Grande","dance pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"japan"
"904","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",2010,"1969-12-31",147,61,33,-11,77,40,214,32,3,92,"japan"
"905","Underneath the Tree","Kelly Clarkson","dance pop",2013,"1969-12-31",160,81,51,-5,21,69,230,0,5,88,"japan"
"906","Shape of You","Ed Sheeran","pop",2017,"1969-12-31",96,65,83,-3,9,93,234,58,8,87,"japan"
"907","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"japan"
"908","Gurenge","LiSA","anime rock",2019,"1969-12-31",135,98,55,-3,8,31,239,0,15,73,"japan"
"909","<U+30CE><U+30FC><U+30C0><U+30A6><U+30C8>","Official HIGE DANdism","anime rock",2018,"1969-12-31",150,94,57,-3,34,79,202,6,7,72,"japan"
"910","115<U+4E07><U+30AD><U+30ED><U+306E><U+30D5><U+30A3><U+30EB><U+30E0>","Official HIGE DANdism","anime rock",2018,"1969-12-31",97,79,51,-2,14,48,325,0,3,71,"japan"
"911","<U+30AF><U+30EA><U+30B9><U+30DE><U+30B9><U+30BD><U+30F3><U+30B0>","back number","j-pop",2015,"1969-12-31",154,71,40,-3,12,42,340,13,3,70,"japan"
"912","<U+9AD8><U+5DBA><U+306E><U+82B1><U+5B50><U+3055><U+3093>","back number","j-pop",2014,"1969-12-31",138,92,54,-3,12,34,295,7,6,69,"japan"
"913","<U+541B><U+306F><U+30ED><U+30C3><U+30AF><U+3092><U+8074><U+304B><U+306A><U+3044>","Aimyon","j-acoustic",2017,"1969-12-31",100,69,52,-4,17,62,246,0,3,69,"japan"
"914","<U+305F><U+3060><U+541B><U+306B><U+6674><U+308C>","Yorushika","j-pop",2018,"1969-12-31",140,83,68,-3,12,96,199,34,3,69,"japan"
"915","HANABI","Mr.Children","j-pop",2008,"1969-12-31",112,77,64,-6,12,60,343,16,3,68,"japan"
"916","<U+30CF><U+30C3><U+30D4><U+30FC><U+30A8><U+30F3><U+30C9>","back number","j-pop",2016,"1969-12-31",78,65,36,-3,16,34,314,5,4,68,"japan"
"917","<U+6253><U+4E0A><U+82B1><U+706B>","DAOKO×<U+7C73><U+6D25><U+7384><U+5E2B>","j-pop",2017,"1969-12-31",96,67,63,-4,11,29,290,29,2,68,"japan"
"918","Turning Up","ARASHI","j-pop",2019,"1969-12-31",118,82,77,-5,24,90,183,2,10,68,"japan"
"919","<U+30CF><U+30EB><U+30CE><U+30D2>","Aimyon","j-acoustic",2019,"1969-12-31",107,67,59,-2,11,53,327,26,3,67,"japan"
"920","<U+30EF><U+30BF><U+30EA><U+30C9><U+30EA>","[ALEXANDROS]","anime rock",2015,"1969-12-31",135,96,51,-4,20,61,249,0,8,67,"japan"
"921","<U+70B9><U+63CF><U+306E><U+5504>","Mrs. GREEN APPLE","anime rock",2018,"1969-12-31",152,63,50,-5,10,31,307,45,3,67,"japan"
"922","Walking with you","Novelbright","j-pop",2018,"1969-12-31",93,97,42,-1,53,50,223,1,6,67,"japan"
"923","366<U+65E5>","HY","j-pop",2008,"1969-12-31",152,43,38,-7,21,18,353,68,3,66,"japan"
"924","<U+30C8><U+30EA><U+30B3>","Nissy","j-pop",2019,"1969-12-31",90,80,63,-3,6,72,232,9,4,66,"japan"
"925","<U+7A7A><U+306E><U+9752><U+3055><U+3092><U+77E5><U+308B><U+4EBA><U+3088>","Aimyon","j-acoustic",2019,"1969-12-31",108,71,57,-2,31,63,305,18,3,66,"japan"
"926","<U+594F>(<U+304B><U+306A><U+3067>)","Sukima Switch","j-pop",2004,"1969-12-31",150,67,52,-6,9,46,329,55,3,66,"japan"
"927","<U+611B><U+3092><U+4F1D><U+3048><U+305F><U+3044><U+3060><U+3068><U+304B>","Aimyon","j-acoustic",2017,"1969-12-31",100,85,67,-5,9,79,235,3,3,66,"japan"
"928","<U+30A4><U+30F3><U+30D5><U+30A7><U+30EB><U+30CE>","Mrs. GREEN APPLE","anime rock",2019,"1969-12-31",93,92,53,-2,64,66,212,1,6,65,"japan"
"929","<U+9752><U+3068><U+590F>","Mrs. GREEN APPLE","anime rock",2019,"1969-12-31",185,89,31,-2,28,75,270,0,5,65,"japan"
"930","<U+30D2><U+30ED><U+30A4><U+30F3>","back number","j-pop",2015,"1969-12-31",76,60,43,-4,22,36,270,21,3,65,"japan"
"931","<U+3072><U+307E><U+308F><U+308A><U+306E><U+7D04><U+675F>","Motohiro Hata","j-acoustic",2015,"1969-12-31",79,45,52,-6,18,34,308,19,3,65,"japan"
"932","<U+30ED><U+30DE><U+30F3><U+30C1><U+30B7><U+30BA><U+30E0>","Mrs. GREEN APPLE","anime rock",2019,"1969-12-31",126,88,60,-3,5,90,214,0,6,64,"japan"
"933","Wherever you are","ONE OK ROCK","j-pop",2010,"1969-12-31",174,69,38,-5,34,29,296,3,5,62,"japan"
"934","<U+30DE><U+30EA><U+30FC><U+30B4><U+30FC><U+30EB><U+30C9>","Aimyon","j-acoustic",2018,"1969-12-31",106,75,55,-3,9,41,307,5,3,59,"japan"
"935","Pretender","Official HIGE DANdism","anime rock",2019,"1969-12-31",92,87,54,-3,14,37,327,5,3,56,"japan"
"936","Hakujitsu","King Gnu","j-pop",2019,"1969-12-31",93,90,61,-3,29,75,275,67,11,56,"japan"
"937","<U+4ECA><U+591C><U+3053><U+306E><U+307E><U+307E>","Aimyon","j-acoustic",2018,"1969-12-31",105,85,44,-4,9,64,238,3,4,56,"japan"
"938","Yesterday","Official HIGE DANdism","anime rock",2019,"1969-12-31",130,80,54,-4,40,56,299,4,4,55,"japan"
"939","Shukumei","Official HIGE DANdism","anime rock",2019,"1969-12-31",164,58,55,-6,11,49,281,2,3,53,"japan"
"940","Machigaisagashi","Masaki Suda","anime rock",2019,"1969-12-31",156,64,53,-6,39,44,224,52,4,53,"japan"
"941","<U+65B0><U+5B9D><U+5CF6>","Sakanaction","j-pop",2019,"1969-12-31",158,92,55,-3,35,65,305,0,7,53,"japan"
"942","Sayonara Elegy","Masaki Suda","anime rock",2018,"1969-12-31",155,93,47,-3,28,62,257,0,5,51,"japan"
"943","Umbrella","King Gnu","j-pop",2019,"1969-12-31",105,90,65,-3,5,70,202,38,8,51,"japan"
"944","Hikoutei","King Gnu","j-pop",2019,"1969-12-31",80,85,47,-3,33,49,262,4,5,50,"japan"
"945","Stand By You","Official HIGE DANdism","anime rock",2019,"1969-12-31",154,87,61,-5,28,63,256,1,4,49,"japan"
"946","<U+611B><U+5504>","GReeeeN","j-pop",2015,"1969-12-31",170,78,50,-4,19,45,237,11,3,48,"japan"
"947","<U+611B><U+3092><U+3053><U+3081><U+3066><U+82B1><U+675F><U+3092>","Superfly","j-pop",2017,"1969-12-31",162,83,34,-3,7,42,297,10,5,47,"japan"
"948","Paprika","Foorin","kodomo no ongaku",2018,"1969-12-31",101,77,75,-5,77,73,208,14,4,46,"japan"
"949","Teenager Forever","King Gnu","j-pop",2019,"1969-12-31",115,92,50,-4,34,70,189,7,11,39,"japan"
"950","<U+5C0F><U+3055><U+306A><U+604B><U+306E><U+3046><U+305F>","MONGOL800","j-pop",2001,"1969-12-31",116,78,40,-5,23,63,223,0,4,0,"japan"
"951","Dance Monkey","Tones and I","australian pop",2019,"1969-12-31",98,59,82,-6,15,51,209,69,9,100,"malasya"
"952","Memories","Maroon 5","pop",2019,"1969-12-31",91,32,76,-7,8,57,189,84,5,99,"malasya"
"953","ROXANNE","Arizona Zervas","pop rap",2019,"1969-12-31",117,60,62,-6,46,46,164,5,15,99,"malasya"
"954","Circles","Post Malone","dfw rap",2019,"1969-12-31",120,76,70,-3,9,55,215,19,4,99,"malasya"
"955","All I Want for Christmas Is You","Mariah Carey","dance pop",1994,"1969-12-31",150,63,34,-7,7,35,241,16,4,98,"malasya"
"956","everything i wanted","Billie Eilish","electropop",2019,"1969-12-31",120,23,70,-14,11,24,245,90,10,98,"malasya"
"957","Falling","Trevor Daniel","alternative r&b",2018,"1969-12-31",127,43,78,-9,9,24,159,12,4,97,"malasya"
"958","Don't Start Now","Dua Lipa","dance pop",2019,"1969-12-31",124,79,79,-5,10,68,183,1,8,97,"malasya"
"959","Lose You To Love Me","Selena Gomez","dance pop",2019,"1969-12-31",102,34,51,-9,21,9,206,58,4,97,"malasya"
"960","Someone You Loved","Lewis Capaldi","pop",2019,"1969-12-31",110,41,50,-6,11,45,182,75,3,96,"malasya"
"961","hot girl bummer","blackbear","pop",2019,"1969-12-31",130,56,78,-7,40,68,185,13,8,96,"malasya"
"962","Blinding Lights","The Weeknd","canadian contemporary r&b",2019,"1969-12-31",171,80,51,-4,9,35,202,0,6,96,"malasya"
"963","bad guy","Billie Eilish","electropop",2019,"1969-12-31",135,43,70,-11,10,56,194,33,38,96,"malasya"
"964","Santa Tell Me","Ariana Grande","dance pop",2014,"1969-12-31",192,62,53,-7,29,59,204,5,12,95,"malasya"
"965","Lucid Dreams","Juice WRLD","chicago rap",2018,"1969-12-31",84,57,51,-7,34,22,240,35,20,94,"malasya"
"966","How Do You Sleep?","Sam Smith","pop",2019,"1969-12-31",111,68,48,-5,8,35,202,15,9,93,"malasya"
"967","10,000 Hours (with Justin Bieber)","Dan + Shay","contemporary country",2019,"1969-12-31",90,63,65,-5,11,43,168,15,3,93,"malasya"
"968","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",1964,"1969-12-31",67,47,59,-9,51,90,126,61,5,93,"malasya"
"969","Trampoline (with ZAYN)","SHAED","electropop",2019,"1969-12-31",127,46,62,-6,14,50,184,56,3,92,"malasya"
"970","Mistletoe","Justin Bieber","canadian pop",2011,"1969-12-31",162,56,66,-9,8,85,183,50,5,92,"malasya"
"971","Goodbyes (feat. Young Thug)","Post Malone","dfw rap",2019,"1969-12-31",150,65,55,-4,10,16,175,46,8,92,"malasya"
"972","Jingle Bell Rock","Bobby Helms","adult standards",1992,"1969-12-31",120,42,75,-8,7,81,131,64,4,92,"malasya"
"973","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",1963,"1969-12-31",202,60,24,-8,12,78,152,77,4,92,"malasya"
"974","My Oh My (feat. DaBaby)","Camila Cabello","dance pop",2019,"1969-12-31",105,49,72,-6,9,38,171,2,3,91,"malasya"
"975","It's You","Ali Gatie","canadian hip hop",2019,"1969-12-31",96,46,73,-7,19,40,213,37,3,90,"malasya"
"976","No Idea","Don Toliver","rap",2019,"1969-12-31",128,61,66,-5,22,35,154,56,10,90,"malasya"
"977","Señorita","Shawn Mendes","canadian pop",2019,"1969-12-31",117,55,76,-6,8,75,191,4,3,89,"malasya"
"978","Mean It","Lauv","pop",2019,"1969-12-31",96,45,75,-9,17,34,233,4,9,89,"malasya"
"979","Into the Unknown","Idina Menzel","hollywood",2019,"1969-12-31",145,41,32,-9,14,27,195,85,4,88,"malasya"
"980","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","dfw rap",2019,"1969-12-31",90,52,76,-4,7,93,158,53,6,88,"malasya"
"981","Falling","Harry Styles","dance pop",2019,"1969-12-31",110,27,57,-7,9,6,240,84,3,88,"malasya"
"982","Lover (Remix) [feat. Shawn Mendes]","Taylor Swift","pop",2019,"1969-12-31",205,60,45,-7,9,42,221,43,6,88,"malasya"
"983","I.F.L.Y.","Bazzi","pop",2019,"1969-12-31",105,52,81,-5,13,55,166,38,4,87,"malasya"
"984","Adore You","Harry Styles","dance pop",2019,"1969-12-31",99,77,68,-4,10,57,207,2,5,87,"malasya"
"985","Boy With Luv (feat. Halsey)","BTS","k-pop",2019,"1969-12-31",120,86,65,-5,19,80,230,9,10,87,"malasya"
"986","Watermelon Sugar","Harry Styles","dance pop",2019,"1969-12-31",95,82,55,-4,34,56,174,12,5,86,"malasya"
"987","Beautiful People (feat. Khalid)","Ed Sheeran","pop",2019,"1969-12-31",93,65,64,-8,8,55,198,12,19,86,"malasya"
"988","comethru","Jeremy Zucker","pop",2018,"1969-12-31",94,18,80,-12,62,61,182,61,6,86,"malasya"
"989","Last Christmas","Wham!","new wave pop",1984,"1969-12-31",108,48,74,-12,36,95,263,19,3,85,"malasya"
"990","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",2011,"1969-12-31",93,22,33,-11,34,36,207,88,3,84,"malasya"
"991","Takeaway","The Chainsmokers","electropop",2019,"1969-12-31",100,51,53,-8,10,35,210,13,3,83,"malasya"
"992","Holly Jolly Christmas","Michael Bublé","adult standards",2011,"1969-12-31",151,43,61,-9,9,74,122,86,4,82,"malasya"
"993","Before You Go","Lewis Capaldi","pop",2019,"1969-12-31",112,57,46,-5,9,18,215,60,6,82,"malasya"
"994","I Love You 3000","Stephanie Poetri","indonesian pop",2019,"1969-12-31",90,38,65,-8,39,41,210,91,4,79,"malasya"
"995","Psycho","Red Velvet","k-pop",2019,"1969-12-31",140,67,66,-2,9,41,211,19,4,75,"malasya"
"996","Feelings","Lauv","pop",2019,"1969-12-31",103,47,69,-7,10,25,190,9,4,73,"malasya"
"997","Mimpi (feat. Alif)","K-Clique","malaysian indie",2019,"1969-12-31",150,73,83,-7,10,87,253,53,29,66,"malasya"
"998","Cinta Luar Biasa","Andmesh","indonesian pop",2019,"1969-12-31",136,23,58,-12,10,32,256,81,3,66,"malasya"
"999","Haa Tepok","MeerFly","malaysian hip hop",2019,"1969-12-31",87,50,85,-12,15,68,211,66,31,65,"malasya"
"1000","Hanya Rindu","Andmesh","indonesian pop",2019,"1969-12-31",179,16,28,-12,11,20,252,89,3,65,"malasya"
